4;0;Note_on_c;82
4;0;Note_on_c;37
4;0;Note_on_c;37
4;179;Note_off_c;82
4;180;Note_on_c;80
4;209;Note_off_c;80
4;240;Note_on_c;75
4;509;Note_off_c;75
4;540;Note_on_c;82
4;569;Note_off_c;82
4;600;Note_on_c;80
4;659;Note_off_c;80
4;660;Note_on_c;85
4;689;Note_off_c;85
4;690;Note_on_c;82
4;719;Note_off_c;82
4;750;Note_on_c;82
4;779;Note_off_c;82
4;780;Note_on_c;80
4;809;Note_off_c;80
4;840;Note_on_c;75
4;869;Note_off_c;75
4;899;Note_off_c;37
4;900;Note_on_c;44
4;959;Note_off_c;44
4;960;Note_on_c;82
4;960;Note_on_c;49
4;960;Note_on_c;49
4;1139;Note_off_c;82
4;1140;Note_on_c;80
4;1169;Note_off_c;80
4;1200;Note_on_c;75
4;1499;Note_off_c;75
4;1500;Note_on_c;82
4;1529;Note_off_c;82
4;1560;Note_on_c;80
4;1589;Note_off_c;80
4;1620;Note_on_c;85
4;1649;Note_off_c;85
4;1650;Note_on_c;82
4;1679;Note_off_c;82
4;1710;Note_on_c;82
4;1739;Note_off_c;82
4;1739;Note_off_c;49
4;1740;Note_on_c;80
4;1740;Note_on_c;44
4;1769;Note_off_c;80
4;1799;Note_off_c;44
4;1800;Note_on_c;75
4;1800;Note_on_c;49
4;1859;Note_off_c;75
4;1859;Note_off_c;49
4;1860;Note_on_c;44
4;1889;Note_off_c;49
4;1919;Note_off_c;37
4;1919;Note_off_c;44
4;1920;Note_on_c;82
4;1920;Note_on_c;94
4;1920;Note_on_c;37
4;1920;Note_on_c;37
4;2099;Note_off_c;94
4;2099;Note_off_c;82
4;2100;Note_on_c;80
4;2100;Note_on_c;92
4;2129;Note_off_c;92
4;2129;Note_off_c;80
4;2160;Note_on_c;75
4;2160;Note_on_c;87
4;2340;Note_on_c;44
4;2369;Note_off_c;37
4;2399;Note_off_c;44
4;2400;Note_on_c;49
4;2429;Note_off_c;87
4;2429;Note_off_c;75
4;2460;Note_on_c;82
4;2460;Note_on_c;94
4;2489;Note_off_c;94
4;2489;Note_off_c;82
4;2520;Note_on_c;80
4;2520;Note_on_c;92
4;2579;Note_off_c;92
4;2579;Note_off_c;80
4;2580;Note_on_c;85
4;2580;Note_on_c;97
4;2609;Note_off_c;97
4;2609;Note_off_c;85
4;2610;Note_on_c;82
4;2610;Note_on_c;94
4;2639;Note_off_c;94
4;2639;Note_off_c;82
4;2670;Note_on_c;82
4;2670;Note_on_c;94
4;2699;Note_off_c;94
4;2699;Note_off_c;82
4;2700;Note_on_c;80
4;2700;Note_on_c;92
4;2700;Note_on_c;44
4;2729;Note_off_c;92
4;2729;Note_off_c;80
4;2729;Note_off_c;49
4;2759;Note_off_c;44
4;2760;Note_on_c;75
4;2760;Note_on_c;87
4;2760;Note_on_c;49
4;2789;Note_off_c;87
4;2789;Note_off_c;75
4;2819;Note_off_c;49
4;2820;Note_on_c;44
4;2879;Note_off_c;44
4;2880;Note_on_c;82
4;2880;Note_on_c;94
4;2880;Note_on_c;49
4;2880;Note_on_c;37
4;3059;Note_off_c;94
4;3059;Note_off_c;82
4;3060;Note_on_c;80
4;3060;Note_on_c;92
4;3089;Note_off_c;92
4;3089;Note_off_c;80
4;3120;Note_on_c;75
4;3120;Note_on_c;87
4;3299;Note_off_c;37
4;3300;Note_on_c;44
4;3359;Note_off_c;44
4;3360;Note_on_c;49
4;3419;Note_off_c;87
4;3419;Note_off_c;75
4;3420;Note_on_c;82
4;3420;Note_on_c;94
4;3449;Note_off_c;94
4;3449;Note_off_c;82
4;3480;Note_on_c;80
4;3480;Note_on_c;92
4;3509;Note_off_c;92
4;3509;Note_off_c;80
4;3539;Note_off_c;49
4;3540;Note_on_c;85
4;3540;Note_on_c;97
4;3540;Note_on_c;44
4;3569;Note_off_c;97
4;3569;Note_off_c;85
4;3570;Note_on_c;82
4;3570;Note_on_c;94
4;3599;Note_off_c;94
4;3599;Note_off_c;82
4;3599;Note_off_c;44
4;3600;Note_on_c;49
4;3630;Note_on_c;82
4;3630;Note_on_c;94
4;3659;Note_off_c;94
4;3659;Note_off_c;82
4;3659;Note_off_c;49
4;3660;Note_on_c;80
4;3660;Note_on_c;92
4;3660;Note_on_c;44
4;3689;Note_off_c;92
4;3689;Note_off_c;80
4;3719;Note_off_c;44
4;3720;Note_on_c;75
4;3720;Note_on_c;87
4;3720;Note_on_c;49
4;3779;Note_off_c;87
4;3779;Note_off_c;75
4;3779;Note_off_c;49
4;3780;Note_on_c;44
4;3809;Note_off_c;49
4;3809;Note_off_c;44
4;3839;Note_off_c;37
4;3840;Note_on_c;61
4;3840;Note_on_c;42
4;3891;Note_off_c;61
4;3899;Note_off_c;42
4;3900;Note_on_c;58
4;3900;Note_on_c;54
4;3959;Note_off_c;54
4;3960;Note_on_c;42
4;3963;Note_off_c;58
4;4019;Note_off_c;42
4;4020;Note_on_c;54
4;4079;Note_off_c;54
4;4080;Note_on_c;42
4;4139;Note_off_c;42
4;4140;Note_on_c;54
4;4191;Note_on_c;58
4;4199;Note_off_c;54
4;4200;Note_on_c;42
4;4247;Note_off_c;58
4;4251;Note_on_c;56
4;4259;Note_off_c;42
4;4260;Note_on_c;54
4;4306;Note_off_c;56
4;4314;Note_on_c;54
4;4319;Note_off_c;54
4;4320;Note_on_c;42
4;4365;Note_off_c;54
4;4377;Note_on_c;56
4;4379;Note_off_c;42
4;4380;Note_on_c;54
4;4429;Note_off_c;56
4;4433;Note_on_c;58
4;4439;Note_off_c;54
4;4440;Note_on_c;42
4;4480;Note_off_c;58
4;4490;Note_on_c;61
4;4499;Note_off_c;42
4;4500;Note_on_c;54
4;4559;Note_off_c;54
4;4560;Note_on_c;42
4;4577;Note_off_c;61
4;4614;Note_on_c;58
4;4619;Note_off_c;42
4;4620;Note_on_c;54
4;4659;Note_off_c;58
4;4679;Note_on_c;61
4;4679;Note_off_c;54
4;4680;Note_on_c;46
4;4739;Note_off_c;46
4;4740;Note_on_c;58
4;4754;Note_off_c;61
4;4796;Note_on_c;63
4;4799;Note_off_c;58
4;4800;Note_on_c;39
4;4857;Note_on_c;58
4;4859;Note_off_c;39
4;4860;Note_on_c;51
4;4861;Note_off_c;63
4;4919;Note_off_c;51
4;4920;Note_on_c;39
4;4931;Note_off_c;58
4;4979;Note_off_c;39
4;4980;Note_on_c;51
4;5039;Note_off_c;51
4;5040;Note_on_c;39
4;5099;Note_off_c;39
4;5100;Note_on_c;51
4;5151;Note_on_c;58
4;5159;Note_off_c;51
4;5160;Note_on_c;39
4;5200;Note_off_c;58
4;5208;Note_on_c;56
4;5219;Note_off_c;39
4;5220;Note_on_c;51
4;5261;Note_off_c;56
4;5269;Note_on_c;54
4;5279;Note_off_c;51
4;5280;Note_on_c;39
4;5313;Note_off_c;54
4;5331;Note_on_c;56
4;5339;Note_off_c;39
4;5340;Note_on_c;51
4;5383;Note_off_c;56
4;5392;Note_on_c;58
4;5399;Note_off_c;51
4;5400;Note_on_c;39
4;5438;Note_off_c;58
4;5450;Note_on_c;61
4;5459;Note_off_c;39
4;5460;Note_on_c;51
4;5519;Note_off_c;51
4;5520;Note_on_c;39
4;5539;Note_off_c;61
4;5575;Note_on_c;58
4;5579;Note_off_c;39
4;5580;Note_on_c;51
4;5622;Note_off_c;58
4;5636;Note_on_c;61
